Id,ClientId,Action,Date,Note,Category,AmountInCents
551,7314,WASH GAS,2016-12-29 00:00:00.000,NULL,NULL,NULL
552,7314,WASH GAS,2018-01-31 00:00:00.000,NULL,NULL,NULL
553,7314,PEPCO,2019-03-22 00:00:00.000,NULL,NULL,NULL
554,7314,WSSC,2021-06-14 00:00:00.000,NULL,NULL,NULL
555,7314,,2021-11-25 00:00:00.000,NULL,NULL,NULL
556,7314,WSSC,2022-11-01 00:00:00.000,NULL,NULL,NULL
557,7315,PRESCRIPTION,2017-06-20 00:00:00.000,NULL,NULL,NULL
558,7315,PRESCRIPTION,2019-03-13 00:00:00.000,NULL,NULL,NULL
559,7315,PRESCRIPTION,2018-03-15 00:00:00.000,NULL,NULL,NULL
560,7316,PRESCRIPTIONS,2014-10-14 00:00:00.000,NULL,NULL,NULL
561,7317,PEPCO,2010-09-10 00:00:00.000,NULL,NULL,NULL
562,7318,MEDICAL,2022-03-08 00:00:00.000,NULL,NULL,NULL
563,7319,PEPCO,2011-06-11 00:00:00.000,NULL,NULL,NULL
564,7320,PRESCRIPTIONS,2019-03-13 00:00:00.000,Both a payment and refund of $3.40 was issued 3/13/2019.,NULL,NULL
565,7321,WSSC,2018-09-27 00:00:00.000,NULL,NULL,NULL
566,7322,PEPCO,2010-10-10 00:00:00.000,NULL,NULL,NULL
567,7323,PRESCRIPTIONS,2011-09-11 00:00:00.000,NULL,NULL,NULL
568,7324,,2020-02-20 00:00:00.000,NULL,NULL,NULL
569,7325,PRESCRIPTIONS,2010-07-10 00:00:00.000,NULL,NULL,NULL
570,7326,WASH GAS,2012-09-12 00:00:00.000,NULL,NULL,NULL
571,7326,WSSC,2012-09-12 00:00:00.000,NULL,NULL,NULL
572,7327,PEPCO,2019-12-10 00:00:00.000,NULL,NULL,NULL
573,7328,WASH GAS,2015-09-15 00:00:00.000,NULL,NULL,NULL
574,7329,PEPCO,2017-03-10 00:00:00.000,NULL,NULL,NULL
575,7330,PRESCRIPTION,2011-01-11 00:00:00.000,NULL,NULL,NULL
576,7331,PRESCRIPTION,2013-10-13 00:00:00.000,NULL,NULL,NULL
577,7332,,2014-11-13 00:00:00.000,NULL,NULL,NULL
578,1541," ROLLINGWOOD APTS",2023-05-06 00:00:00.000,Client's first name was spelled Shane when this payment was made.,NULL,NULL
579,1541,ROLLINGWOOD APTS,2022-07-20 00:00:00.000,Client's name was spelled Shane when this payment was made.,NULL,NULL
580,1542,WSSC  OCT 09,2009-10-09 00:00:00.000,NULL,NULL,NULL
581,7335,PEPCO,2010-06-10 00:00:00.000,NULL,NULL,NULL
582,7336,WSSC,2011-08-11 00:00:00.000,NULL,NULL,NULL
583,7337,,2013-02-01 00:00:00.000,NULL,NULL,NULL
584,3978,PEPCO,2008-01-01 00:00:00.000,NULL,NULL,NULL
585,3978,PEPCO,2011-05-11 00:00:00.000,NULL,NULL,NULL
586,3978,PEPCO,2012-04-12 00:00:00.000,NULL,NULL,NULL
587,3978,PEPCO,2019-12-09 00:00:00.000,NULL,NULL,NULL
588,3978,TIMBERLAWN CRESCENT,2023-01-13 00:00:00.000,NULL,NULL,NULL
589,7338,PEPCO,2011-05-11 00:00:00.000,NULL,NULL,NULL
590,7339,WESTWOOD TOWER APTS,2022-03-24 00:00:00.000,NULL,NULL,NULL
591,7340,PRESCRIPTION,2010-05-10 00:00:00.000,NULL,NULL,NULL
592,7341,PRESCRIPTIONS,2011-04-11 00:00:00.000,NULL,NULL,NULL
593,7342,WASHINGTON GAS,2013-03-13 00:00:00.000,NULL,NULL,NULL
594,7343,PRESCRIPTIONS,2015-02-10 00:00:00.000,NULL,NULL,NULL
595,1546,PRESCRIPTIONS,2013-02-01 00:00:00.000,NULL,NULL,NULL
596,1546,PRESCRIPTIONS,2017-11-17 00:00:00.000,NULL,NULL,NULL
597,1546,PRESCRIPTIONS,2018-04-13 00:00:00.000,NULL,NULL,NULL
598,1546,PRESCRIPTION,2020-02-24 00:00:00.000,NULL,NULL,NULL
599,1546,PRESCRIPTIONS,2021-02-25 00:00:00.000,NULL,NULL,NULL
600,7344,PEPCO,2017-05-08 00:00:00.000,NULL,NULL,NULL
601,7345,NWP-ELECTRICITY,2012-10-12 00:00:00.000,NULL,NULL,NULL
602,1548,PRESCRIPTIONS,2018-03-15 00:00:00.000,NULL,NULL,NULL
603,1548,PRESCRIPTIONS,2018-06-14 00:00:00.000,NULL,NULL,NULL
604,1548,PRESCRIPTIONS,2018-09-17 00:00:00.000,NULL,NULL,NULL
605,1548,PRESCRIPTIONS,2018-11-26 00:00:00.000,NULL,NULL,NULL
606,1548,PRESCRIPTIONS,2018-12-17 00:00:00.000,NULL,NULL,NULL
607,1548,PRESCRIPTIONS,2019-03-13 00:00:00.000,NULL,NULL,NULL
608,1548,PRESCRIPTIONS,2019-07-15 00:00:00.000,NULL,NULL,NULL
609,1548,PRESCRIPTIONS,2019-08-06 00:00:00.000,NULL,NULL,NULL
610,1548,PRESCRIPTIONS,2019-09-12 00:00:00.000,NULL,NULL,NULL
611,1548,PRESCRIPTIONS,2019-10-18 00:00:00.000,NULL,NULL,NULL
612,1548,PRESCRIPTION,2020-01-13 00:00:00.000,NULL,NULL,NULL
613,1548,PRESCRIPTION,2020-02-24 00:00:00.000,NULL,NULL,NULL
614,1548,PRESCRIPTION,2020-04-14 00:00:00.000,NULL,NULL,NULL
615,1548,PRESCRIPTION,2020-04-14 00:00:00.000,NULL,NULL,NULL
616,1548,PRESCRIPTION,2020-05-26 00:00:00.000,NULL,NULL,NULL
617,1548,PRESCRIPTION,2020-06-15 00:00:00.000,NULL,NULL,NULL
618,1548,PRESCRIPTION,2020-08-18 00:00:00.000,NULL,NULL,NULL
619,1548,PRESCRIPTION,2020-09-18 00:00:00.000,NULL,NULL,NULL
620,1548,PRESCRIPTION,2020-11-19 00:00:00.000,NULL,NULL,NULL
621,1548,PRESCRIPTION,2021-01-25 00:00:00.000,NULL,NULL,NULL
622,1548,PRESCRIPTION,2021-05-12 00:00:00.000,NULL,NULL,NULL
623,1548,PRESCRIPTION,2021-08-12 00:00:00.000,NULL,NULL,NULL
624,1548,PRESCRIPTION,2022-02-18 00:00:00.000,NULL,NULL,NULL
625,7346,PRESCRIPTIONS,2015-07-15 00:00:00.000,NULL,NULL,NULL
626,7347,PRESCRIPTIONS FEB 2022,2022-07-13 00:00:00.000,NULL,NULL,NULL
627,7348,PEPCO,2009-03-06 00:00:00.000,NULL,NULL,NULL
628,7349,PRESCRIPTION,2020-06-15 00:00:00.000,NULL,NULL,NULL
629,7350,PEPCO,2011-03-11 00:00:00.000,NULL,NULL,NULL
630,7351,PEPCO,2014-08-14 00:00:00.000,NULL,NULL,NULL
631,7352,PEPCO,2019-08-03 00:00:00.000,NULL,NULL,NULL
632,7353,"SECURITY DEPOSIT  ",2009-12-09 00:00:00.000,NULL,NULL,NULL
633,7354,,2014-03-14 00:00:00.000,NULL,NULL,NULL
634,7355,PRESCRIPTION,2011-02-11 00:00:00.000,NULL,NULL,NULL
635,7356,PEPCO,2019-10-23 00:00:00.000,NULL,NULL,NULL
636,7357,PEPCO,2014-06-14 00:00:00.000,NULL,NULL,NULL
637,3796," - HELEN LAM",2022-06-11 00:00:00.000,NULL,NULL,NULL
638,7358,PEPCO,2012-03-12 00:00:00.000,NULL,NULL,NULL
639,7358,PEPCO,2014-03-14 00:00:00.000,NULL,NULL,NULL
640,7359,WASHINGTON GAS,2012-05-12 00:00:00.000,NULL,NULL,NULL
641,7360,PRESCRIPTION,2010-01-01 00:00:00.000,NULL,NULL,NULL
642,7361,WSSC,2017-11-24 00:00:00.000,NULL,NULL,NULL
643,7361,WSSC,2018-04-04 00:00:00.000,NULL,NULL,NULL
644,7361,WSSC,2019-03-09 00:00:00.000,NULL,NULL,NULL
645,7362,PEPCO,2018-02-13 00:00:00.000,NULL,NULL,NULL
646,7362,PEPCO,2018-08-11 00:00:00.000,NULL,NULL,NULL
647,7362,PEPCO,2019-11-09 00:00:00.000,NULL,NULL,NULL
648,7363,PEPCO,2012-08-01 00:00:00.000,NULL,NULL,NULL
649,7363,,2013-09-13 00:00:00.000,NULL,NULL,NULL
650,7363,,2015-10-15 00:00:00.000,NULL,NULL,NULL
651,7364,PEPCO,2010-08-10 00:00:00.000,NULL,NULL,NULL
652,7364,,2014-07-14 00:00:00.000,NULL,NULL,NULL
653,7365,PRESCRIPTION,2016-10-24 00:00:00.000,NULL,NULL,NULL
654,7366,PRESCRIPTION,2013-01-13 00:00:00.000,NULL,NULL,NULL
655,7367,PEPCO,2013-03-13 00:00:00.000,NULL,NULL,NULL
656,7368,PEPCO,2018-04-16 00:00:00.000,NULL,NULL,NULL
657,7369,PRESCRIPTION,2010-02-10 00:00:00.000,NULL,NULL,NULL
658,7370,PRESCRIPTION,2019-09-12 00:00:00.000,NULL,NULL,NULL
659,7371,,2017-03-09 00:00:00.000,NULL,NULL,NULL
660,7372,WSSC,2011-02-11 00:00:00.000,NULL,NULL,NULL
661,7373,"  BETHESDA HILL APTS",2022-09-29 00:00:00.000,NULL,NULL,NULL
662,7374,PRESCRIPTION,2013-07-13 00:00:00.000,NULL,NULL,NULL
663,7375,PRESCRIPTIONS,2014-12-14 00:00:00.000,NULL,NULL,NULL
664,7376,PEPCO,2010-08-10 00:00:00.000,NULL,NULL,NULL
665,7376,PEPCO,2012-04-12 00:00:00.000,NULL,NULL,NULL
666,7376,PEPCO,2016-04-11 00:00:00.000,NULL,NULL,NULL
667,7377,,2015-01-15 00:00:00.000,NULL,NULL,NULL
668,7378,PEPCO,2011-02-11 00:00:00.000,NULL,NULL,NULL
669,7379,PEPCO,2016-05-10 00:00:00.000,NULL,NULL,NULL
670,7380,PEPCO   FEB 2010,2010-02-10 00:00:00.000,NULL,NULL,NULL
671,7381,WSSC,2012-04-12 00:00:00.000,NULL,NULL,NULL
672,7382,PEPCO,2010-07-10 00:00:00.000,NULL,NULL,NULL
673,7382,PEPCO,2011-07-11 00:00:00.000,NULL,NULL,NULL
674,7382,,2017-09-16 00:00:00.000,NULL,NULL,NULL
675,7383,"HOC - ",2013-09-13 00:00:00.000,NULL,NULL,NULL
676,7384,PRESCRIPTIONS,2018-01-19 00:00:00.000,NULL,NULL,NULL
677,7385,"HOC - ",2012-09-12 00:00:00.000,NULL,NULL,NULL
678,7386,WASH GAS,2010-07-10 00:00:00.000,NULL,NULL,NULL
679,7387,PRESCRIPTION,2009-09-09 00:00:00.000,NULL,NULL,NULL
680,7388," CROSSWAYS COMMUNITY",2009-11-09 00:00:00.000,NULL,NULL,NULL
681,7389,PRESCRIPTION,2012-08-12 00:00:00.000,NULL,NULL,NULL
682,7390,WASH GAS,2014-04-01 00:00:00.000,NULL,NULL,NULL
683,3984," voided MONTGOMERY APTS",2022-12-15 00:00:00.000,NULL,NULL,NULL
684,7391,PEPCO,2015-09-15 00:00:00.000,NULL,NULL,NULL
685,7392,PRESCRIPTION,2018-11-26 00:00:00.000,NULL,NULL,NULL
686,7392,PRESCRIPTION,2018-12-17 00:00:00.000,NULL,NULL,NULL
687,4017,PRESCRIPTION,2016-11-21 00:00:00.000,NULL,NULL,NULL
688,4017,PRESCRIPTION,2017-04-13 00:00:00.000,NULL,NULL,NULL
689,4017,PRESCRIPTION,2018-02-16 00:00:00.000,NULL,NULL,NULL
690,4017,PRESCRIPTION,2018-03-15 00:00:00.000,NULL,NULL,NULL
691,7393,PRESCRIPTIONS,2011-04-11 00:00:00.000,NULL,NULL,NULL
692,7394,PEPCO,2010-05-10 00:00:00.000,NULL,NULL,NULL
693,7394,PEPCO,2011-10-11 00:00:00.000,NULL,NULL,NULL
694,7395,,2018-07-20 00:00:00.000,NULL,NULL,NULL
695,7396," - HOC",2018-09-26 00:00:00.000,NULL,NULL,NULL
696,7397," (SHANTA WEEZAMAN LANDLORD)",2017-09-18 00:00:00.000,NULL,NULL,NULL
697,7398,,2015-06-15 00:00:00.000,NULL,NULL,NULL
698,7399,,2017-01-06 00:00:00.000,NULL,NULL,NULL
699,7400,,2021-07-03 00:00:00.000,NULL,NULL,NULL
700,7401,HOC RESIDENT ACCT,2013-04-13 00:00:00.000,NULL,NULL,NULL
701,7402,PEPCO,2017-10-04 00:00:00.000,NULL,NULL,NULL
702,7403,PEPCO  SEPT 2009,2009-09-09 00:00:00.000,NULL,NULL,NULL
703,7403,"  APRIL 2011",2011-04-11 00:00:00.000,NULL,NULL,NULL
704,7403," - HOC",2017-07-19 00:00:00.000,NULL,NULL,NULL
705,7404," ",2015-01-15 00:00:00.000,NULL,NULL,NULL
706,7405," - PETRA TUROWSKI LANDLADY",2016-08-24 00:00:00.000,NULL,NULL,NULL
707,7406,,2017-02-13 00:00:00.000,NULL,NULL,NULL
708,7406,,2018-07-20 00:00:00.000,NULL,NULL,NULL
709,7407,,2014-02-01 00:00:00.000,NULL,NULL,NULL
710,7408,PEPCO,2016-02-01 00:00:00.000,NULL,NULL,NULL
711,7409,PEPCO,2011-03-11 00:00:00.000,NULL,NULL,NULL
712,7409,PEPCO,2012-04-11 00:00:00.000,NULL,NULL,NULL
713,7409,PEPCO,2013-04-13 00:00:00.000,NULL,NULL,NULL
714,7410," (Voided - THE BENNINGTON)",2017-09-22 00:00:00.000,NULL,NULL,NULL
715,7411,WASHINGTON GAS,2010-08-10 00:00:00.000,NULL,NULL,NULL
716,7411,WASHINGTON GAS,2014-06-14 00:00:00.000,NULL,NULL,NULL
717,7411,PEPCO,2017-10-25 00:00:00.000,NULL,NULL,NULL
718,7412,WSSC,2014-02-14 00:00:00.000,NULL,NULL,NULL
719,7412,PEPCO,2016-10-12 00:00:00.000,NULL,NULL,NULL
720,7413,,2014-01-01 00:00:00.000,NULL,NULL,NULL
721,1586,PRESCRIPTION,2020-10-21 00:00:00.000,NULL,NULL,NULL
722,1586,PRESCRIPTION,2021-02-25 00:00:00.000,NULL,NULL,NULL
723,1586,PRESCRIPTION,2021-05-12 00:00:00.000,NULL,NULL,NULL
724,1586,PRESCRIPTION,2021-06-17 00:00:00.000,NULL,NULL,NULL
725,1586,PRESCRIPTION,2021-07-29 00:00:00.000,NULL,NULL,NULL
726,1586,PRESCRIPTION,2021-11-25 00:00:00.000,NULL,NULL,NULL
797,7453,WSSC,2023-06-20 00:00:00.000,NULL,NULL,NULL
727,1586,PRESCRIPTION,2022-02-18 00:00:00.000,NULL,NULL,NULL
728,1586,PRESCRIPTION  FEB 2022,2022-07-13 00:00:00.000,NULL,NULL,NULL
729,1586,PRESCRIPTION,2023-04-13 00:00:00.000,NULL,NULL,NULL
730,7414,PEPCO,2012-11-12 00:00:00.000,NULL,NULL,NULL
731,7415,PRESCRIPTIONS,2018-01-19 00:00:00.000,NULL,NULL,NULL
732,7416,PRESCRIPTIONS,2016-04-13 00:00:00.000,NULL,NULL,NULL
733,7417,PEPCO,2011-12-11 00:00:00.000,NULL,NULL,NULL
734,7418,PEPCO,2012-07-12 00:00:00.000,NULL,NULL,NULL
735,7418,PEPCO,2013-03-13 00:00:00.000,NULL,NULL,NULL
736,7418,PEPCO,2013-07-13 00:00:00.000,NULL,NULL,NULL
737,7419,THE ELM,2023-03-17 00:00:00.000,NULL,NULL,NULL
738,7420,PAID JAN 2010 - CROSSWAYS,2010-01-10 00:00:00.000,NULL,NULL,NULL
739,7421," DEC 2009 - CROSSWAYS",2009-12-09 00:00:00.000,NULL,NULL,NULL
740,7422,PRESCRIPTION,2019-02-15 00:00:00.000,NULL,NULL,NULL
741,7422,PRESCRIPTION,2019-07-15 00:00:00.000,NULL,NULL,NULL
742,7422,PRESCRIPTION,2020-08-18 00:00:00.000,NULL,NULL,NULL
743,7422,PRESCRIPTION,2021-07-29 00:00:00.000,NULL,NULL,NULL
744,7422,PRESCRIPTION,2021-08-12 00:00:00.000,NULL,NULL,NULL
745,7422,PRESCRIPTION,2022-02-18 00:00:00.000,NULL,NULL,NULL
746,7422,PRESCRIPTION,2022-04-16 00:00:00.000,NULL,NULL,NULL
747,7422,PRESCRIPTION,2022-05-13 00:00:00.000,NULL,NULL,NULL
748,7422,PRESCRIPTION,2022-06-21 00:00:00.000,NULL,NULL,NULL
749,7422,PRESCRIPTION  FEB 2022,2022-07-13 00:00:00.000,NULL,NULL,NULL
750,7422,"PRESCRIPTION ",2022-08-18 00:00:00.000,NULL,NULL,NULL
751,7422,"PRESCRIPTION ",2022-09-16 00:00:00.000,NULL,NULL,NULL
752,7422,"PRESCRIPTION ",2023-02-17 00:00:00.000,NULL,NULL,NULL
753,7422,"PRESCRIPTION ",2023-03-25 00:00:00.000,NULL,NULL,NULL
754,7422,"PRESCRIPTION ",2023-04-13 00:00:00.000,NULL,NULL,NULL
755,7423,PEPCO,2014-04-14 00:00:00.000,NULL,NULL,NULL
756,7424,,2017-02-16 00:00:00.000,NULL,NULL,NULL
757,7425,PRESCRIPTIONS,2012-08-12 00:00:00.000,NULL,NULL,NULL
758,7426,,2013-07-13 00:00:00.000,NULL,NULL,NULL
759,7427,,2017-11-15 00:00:00.000,NULL,NULL,NULL
760,7428,,2014-01-01 00:00:00.000,NULL,NULL,NULL
761,7429,PEPCO,2019-11-09 00:00:00.000,NULL,NULL,NULL
762,1663,,2021-11-10 00:00:00.000,NULL,NULL,NULL
763,1663," - HARWOOD FLATS",2022-12-22 00:00:00.000,NULL,NULL,NULL
764,7430,MEDICAL - DENTAL,2022-02-23 00:00:00.000,NULL,NULL,NULL
765,7431,PRESCRIPTIONS,2011-10-01 00:00:00.000,NULL,NULL,NULL
766,7432,,2013-05-13 00:00:00.000,NULL,NULL,NULL
767,7433," MAY 2009",2009-05-29 00:00:00.000,NULL,NULL,NULL
768,7434," - JBG CO.",2012-12-12 00:00:00.000,NULL,NULL,NULL
769,7435,"PEPCO  ",2009-09-09 00:00:00.000,NULL,NULL,NULL
770,7436,PEPCO,2011-11-11 00:00:00.000,NULL,NULL,NULL
771,7437,PEPCO,2011-02-11 00:00:00.000,NULL,NULL,NULL
772,7437,PEPCO,2019-04-11 00:00:00.000,NULL,NULL,NULL
773,7438,PEPCO,2012-07-12 00:00:00.000,NULL,NULL,NULL
774,7438,,2019-03-16 00:00:00.000,NULL,NULL,NULL
775,1711,PRESCRIPTIONS,2019-07-15 00:00:00.000,NULL,NULL,NULL
776,1711,PRESCRIPTIONS,2019-08-06 00:00:00.000,NULL,NULL,NULL
777,1711,PRESCRIPTIONS,2019-08-19 00:00:00.000,NULL,NULL,NULL
778,1711,PRESCRIPTIONS,2019-09-12 00:00:00.000,NULL,NULL,NULL
779,1711,PRESCRIPTIONS,2019-10-18 00:00:00.000,NULL,NULL,NULL
780,1711,PRESCRIPTIONS,2021-01-04 00:00:00.000,NULL,NULL,NULL
781,7439,PRESCRIPTIONS,2014-09-14 00:00:00.000,NULL,NULL,NULL
782,7440,PRESCRIPTIONS,2010-07-10 00:00:00.000,NULL,NULL,NULL
783,7441," ",2009-08-09 00:00:00.000,NULL,NULL,NULL
784,7442,PEPCO,2014-09-14 00:00:00.000,NULL,NULL,NULL
785,7443,,2018-02-13 00:00:00.000,NULL,NULL,NULL
786,7444,PRESCRIPTIONS,2014-10-14 00:00:00.000,NULL,NULL,NULL
787,7445,,2017-08-04 00:00:00.000,NULL,NULL,NULL
788,7445,PEPCO,2019-02-08 00:00:00.000,NULL,NULL,NULL
789,7445,,2022-03-08 00:00:00.000,NULL,NULL,NULL
790,2726," - ALDON MGMT",2022-04-15 00:00:00.000,NULL,NULL,NULL
791,7446,MEDICAL - IMMUNIZATIONS,2021-10-21 00:00:00.000,NULL,NULL,NULL
792,7447," - CROSSWAYS",2011-04-11 00:00:00.000,NULL,NULL,NULL
793,7447," - CROSSWAYS",2011-12-11 00:00:00.000,NULL,NULL,NULL
798,7293,Hotel - Marriott,2022-01-19 00:00:00.000,NULL,NULL,NULL
794,7455,PEPCO,2023-06-22 00:00:00.000,Category 1,NULL,NULL
795,7455,WSSC,2023-06-22 00:00:00.000,Category 1,NULL,NULL
796,1429,Rent - Hughes Neighborhood,2021-12-17 00:00:00.000,NULL,NULL,NULL
799,1422,Medical - Glasses,2021-12-17 00:00:00.000,NULL,NULL,NULL
800,1587,Frank Emmet Real Estate,2023-06-29 00:00:00.000,NULL,NULL,NULL
801,7471,PEPCO,2023-06-30 00:00:00.000,NULL,NULL,NULL
802,7471,Wash Gas,2023-07-11 00:00:00.000,NULL,NULL,NULL
803,1694,WSSC,2023-07-18 00:00:00.000,NULL,NULL,NULL
811,7477,PEPCO,2023-07-20 00:00:00.000,NULL,NULL,NULL
818,7484,Equity Residential (The Edge),2023-07-29 00:00:00.000,NULL,NULL,NULL
814,7470,Triangle Towers,2023-07-22 00:00:00.000,NULL,NULL,NULL
821,7492,PEPCO,2023-08-30 00:00:00.000,NULL,NULL,NULL
824,4030,Credit,2023-09-11 00:00:00.000,NULL,NULL,NULL
825,4030,51.63,2023-09-11 00:00:00.000,NULL,NULL,NULL
804,4030,Prescriptions,2023-07-18 00:00:00.000,NULL,NULL,NULL
809,2714,Credit for prior year,2023-07-15 00:00:00.000,NULL,NULL,NULL
810,7469,PEPCO,2023-07-19 00:00:00.000,NULL,NULL,NULL
816,3945,Magruder's Discovery,2023-07-24 00:00:00.000,NULL,NULL,NULL
819,7063,PEPCO,2023-08-17 00:00:00.000,"New address 4522 Avondale St #7, Bethesda 20814",NULL,NULL
822,7496,Strathmore Court,2023-09-07 00:00:00.000,NULL,NULL,NULL
823,1305,WSSC,2023-09-12 00:00:00.000,NULL,NULL,NULL
826,4030,Correction,2023-09-11 00:00:00.000,NULL,NULL,NULL
827,4030,Correction,2023-09-12 00:00:00.000,NULL,NULL,NULL
828,4030,NULL,2023-09-12 00:00:00.000,NULL,NULL,NULL
829,4030,NULL,2023-09-12 00:00:00.000,NULL,NULL,NULL
832,7445,PEPCO,2023-09-18 00:00:00.000,NULL,NULL,NULL
833,7517,The Lindley,2023-09-27 00:00:00.000,The Lindley,NULL,NULL
834,3839,NULL,2023-09-28 00:00:00.000,NULL,NULL,NULL
835,3839,NULL,2023-09-28 00:00:00.000,PEPCO,NULL,NULL
812,7478,Rent - Pooks Hill Towers,2023-07-21 00:00:00.000,NULL,NULL,NULL
820,4054,PEPCO,2023-08-23 00:00:00.000,NULL,NULL,NULL
817,7482,Washington Gas,2023-07-26 00:00:00.000,NULL,NULL,NULL
830,7502,Prescriptions (used credit),2023-09-12 00:00:00.000,NULL,NULL,NULL
831,7503,NORTH BETHESDA MARKET II,2023-09-13 00:00:00.000,NULL,NULL,NULL
